GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)												
357702	Q8TDV5	VLAWYUXSYNOAQE-UHFFFAOYSA-N	EC50	93	93	nM	23211099												
359095	Q8TDV5	VMXRUYMZWIICAB-UHFFFAOYSA-N	EC50	1925	1925	nM	22545772												
360179	Q8TDV5	VOJCFRJNLQWVBN-IRXDYDNUSA-N	EC50	86	86	nM	21536438												
360427	Q8TDV5	VOSSCWPOBXNNMJ-UHFFFAOYSA-N	EC50	0	10000	nM	23357035												
362115	Q8TDV5	VRACHVCCQQLSRY-UHFFFAOYSA-N	EC50	50	50	nM	24440299												
362838	Q8TDV5	VSAANDHHKMNLAM-UHFFFAOYSA-N	EC50	475	475	nM	22264481												
364781	Q8TDV5	VUSKVLRLUSEHMP-UHFFFAOYSA-N	EC50	386	386	nM	24755425												
364938	Q8TDV5	VUYATNXVIVXEMG-UHFFFAOYSA-N	EC50	251.19	251.19	nM	23214471												
366447	Q8TDV5	VXEVEBMHWZDNOF-UHFFFAOYSA-N	EC50	47	47	nM	23628336												
367489	Q8TDV5	VYSGCRDWVFIYTA-UHFFFAOYSA-N	EC50	521	521	nM	24755425												
369331	Q8TDV5	WBLJNTBLCOXPLV-UHFFFAOYSA-N	EC50	17	17	nM	18698756												
369383	Q8TDV5	WBNOMIXFUQWBTA-UHFFFAOYSA-N	EC50	0	30000000	nM	22545772												
371006	Q8TDV5	WDWMROZWFVKIOA-UHFFFAOYSA-N	EC50	1000	1000	nM	22264481												
371498	Q8TDV5	WEPVJCFKSJZVKD-UHFFFAOYSA-N	EC50	140	140	nM	23234271												
371512	Q8TDV5	WEQVGGRVHJOXQB-UHFFFAOYSA-N	EC50	808	808	nM	21310611												
372669	Q8TDV5	WGIPWFWDEXLPAV-UHFFFAOYSA-N	EC50	11	11	nM	21273063												
374261	Q8TDV5	WINSVWQOADQKMS-UHFFFAOYSA-N	EC50	300	300	nM	20227877												
375592	Q8TDV5	WKMILKMUYCFEGA-HOTGVXAUSA-N	EC50	25	25	nM	21536438												
375933	Q8TDV5	WKZCKDQEXVWDDI-UHFFFAOYSA-N	EC50	63.1	63.1	nM	23214471												
376054	Q8TDV5	WLDWEIRFAGLTMB-UHFFFAOYSA-N	EC50	398.11	398.11	nM	23214471												
376201	Q8TDV5	WLIICSHMSPPQIE-UHFFFAOYSA-N	EC50	270	270	nM	24440299												
376489	Q8TDV5	WLQYPSIUOUDCRJ-UHFFFAOYSA-N	EC50	864	864	nM	23177788												
376807	Q8TDV5	WMCWRFZUFUHFRB-UHFFFAOYSA-N	EC50	3.5	3.5	nM	21444206												
376807	Q8TDV5	WMCWRFZUFUHFRB-UHFFFAOYSA-N	EC50	40	40	nM	24440299												
376807	Q8TDV5	WMCWRFZUFUHFRB-UHFFFAOYSA-N	EC50	41	41	nM	24332491												
378213	Q8TDV5	WODKVVOVQOIBPY-RVKKMQEKSA-N	EC50	62	62	nM	21536438												
378925	Q8TDV5	WPDCHTSXOPUOII-UHFFFAOYSA-N	EC50	46	46	nM	"260,487,912,508,819,000,000,000"												
378925	Q8TDV5	WPDCHTSXOPUOII-UHFFFAOYSA-N	EC50	50.1187	50.1187	nM	22264481												
378949	Q8TDV5	WPEBSSAJUZFUQK-UHFFFAOYSA-N	EC50	190	190	nM	24440299												
379921	Q8TDV5	WQRJQIVAIVUPIZ-UHFFFAOYSA-N	EC50	76	76	nM	21273063												
381257	Q8TDV5	WSMCJUQLYRJJBO-IRXDYDNUSA-N	EC50	50	50	nM	21536438												
381636	Q8TDV5	WSXKNGYNBXFWOB-UHFFFAOYSA-N	EC50	1000	1000	nM	23357035												
382436	Q8TDV5	WUCDOWYHHGDYTF-UHFFFAOYSA-N	EC50	0	3014	nM	23234271												
382477	Q8TDV5	WUCYYMBCEXEYCM-UHFFFAOYSA-N	EC50	140	140	nM	24751443												
382504	Q8TDV5	WUECHLZWIPEXMU-MRXNPFEDSA-N	EC50	39	39	nM	22545772												
383633	Q8TDV5	WVXNTMHIBPWSRW-UHFFFAOYSA-N	EC50	1000	1000	nM	18698756												
385407	Q8TDV5	WYIYDGLQROPKKZ-UHFFFAOYSA-N	EC50	382	382	nM	24332491												
385512	Q8TDV5	WYMVBMLZEOFMPL-UHFFFAOYSA-N	EC50	11	11	nM	24508142												
386323	Q8TDV5	WZLWVBSNBCURMT-UHFFFAOYSA-N	EC50	11	11	nM	23628336												
386436	Q8TDV5	WZPXJWLXZKHFQW-UHFFFAOYSA-N	EC50	186	186	nM	22545772												
387228	Q8TDV5	XATVWHZPOVAVCL-UHFFFAOYSA-N	EC50	441	441	nM	22061639												
387565	Q8TDV5	XBJNRQKBQJOQAC-UHFFFAOYSA-N	EC50	0	30000	nM	24332491												
387635	Q8TDV5	XBLVKULFUQTLPO-GFCCVEGCSA-N	EC50	21	21	nM	22545772												
388362	Q8TDV5	XCISDIBSRQQNSN-UHFFFAOYSA-N	EC50	1584.89	1584.89	nM	23214471												
388460	Q8TDV5	XCMQGEUINVIVHT-DYESRHJHSA-N	EC50	4	4	nM	21273063												
389026	Q8TDV5	XDKCOMGVQZUKBN-UHFFFAOYSA-N	EC50	78	78	nM	24755425												
389283	Q8TDV5	XDURQOCJPFHYSI-UHFFFAOYSA-N	EC50	0	10000	nM	23234271												
389735	Q8TDV5	XEKZYGCNVPYPIU-INIZCTEOSA-N	EC50	54	54	nM	22545772												
389737	Q8TDV5	XEKZYGCNVPYPIU-MRXNPFEDSA-N	EC50	54	54	nM	22545772												
390028	Q8TDV5	XEVQTJQCJMBCQP-UHFFFAOYSA-N	EC50	0	7500	nM	22545772												
390262	Q8TDV5	XFCMGUVSVUPJEW-UHFFFAOYSA-N	EC50	154	154	nM	22545772												
390425	Q8TDV5	XFJBGINZIMNZBW-CRAIPNDOSA-N	EC50	4	4	nM	21273063												
391102	Q8TDV5	XGFMCNHAXDSQDV-UHFFFAOYSA-N	EC50	2400	2400	nM	21444206												
391223	Q8TDV5	XGJZRVVCWLCQCJ-UHFFFAOYSA-N	EC50	23	23	nM	24900416												
391223	Q8TDV5	XGJZRVVCWLCQCJ-UHFFFAOYSA-N	EC50	23.4	23.4	nM	24900416												
392173	Q8TDV5	XHSHAXCLOWPGEZ-UHFFFAOYSA-N	EC50	60	60	nM	24755425												
392799	Q8TDV5	XIPZSRVODREROU-UHFFFAOYSA-N	EC50	0	10000	nM	20227877												
392868	Q8TDV5	XIRILMVYBXFZOO-UHFFFAOYSA-N	EC50	20	20	nM	23628336												
393717	Q8TDV5	XJVIXQWGMYJCSJ-UHFFFAOYSA-N	EC50	100	100	nM	23234271												
393723	Q8TDV5	XJVPRZSPEQOTEH-UHFFFAOYSA-N	EC50	181	181	nM	23177788												
393829	Q8TDV5	XJZUAJIIQIKIBN-UHFFFAOYSA-N	EC50	794.33	794.33	nM	23214471												
395125	Q8TDV5	XLRFNVGYXCZQNE-UHFFFAOYSA-N	EC50	131	131	nM	22061639												
395554	Q8TDV5	XMEYRMWCLMWUFX-UHFFFAOYSA-N	EC50	20	20	nM	24440299												
395554	Q8TDV5	XMEYRMWCLMWUFX-UHFFFAOYSA-N	EC50	24	24	nM	23648181												
396919	Q8TDV5	XOCDZALEQOCVLW-UHFFFAOYSA-N	EC50	31	31	nM	23648181												
397241	Q8TDV5	XOPDEASITWZLIZ-UHFFFAOYSA-N	EC50	100	100	nM	24440299												
397429	Q8TDV5	XOVWMHBRRJXFFE-UHFFFAOYSA-N	EC50	60	60	nM	22264481												
397512	Q8TDV5	XPABZYFJCKZPIF-UHFFFAOYSA-N	EC50	130	130	nM	"2,022,787,723,214,470"												
397512	Q8TDV5	XPABZYFJCKZPIF-UHFFFAOYSA-N	EC50	200	200	nM	23214471												
397607	Q8TDV5	XPEORQJWZSQTIR-UHFFFAOYSA-N	EC50	251.19	251.19	nM	23214471												
397969	Q8TDV5	XPRLUTOXZSRZQR-UHFFFAOYSA-N	EC50	78	78	nM	21310611												
398151	Q8TDV5	XPZKXUOYDIWNOW-UHFFFAOYSA-N	EC50	254	254	nM	22765901												
398631	Q8TDV5	XQSTTXTWTQUSBJ-UHFFFAOYSA-N	EC50	636	636	nM	23234271												
399513	Q8TDV5	XSANSZWOJKRDEN-UHFFFAOYSA-N	EC50	0	10000	nM	23234271												
400656	Q8TDV5	XTRUQJBVQBUKSQ-UHFFFAOYSA-N	EC50	2.7	2.7	nM	21444206												
400656	Q8TDV5	XTRUQJBVQBUKSQ-UHFFFAOYSA-N	EC50	23	23	nM	21444206												
402504	Q8TDV5	XWHMJALQCFBYAY-UHFFFAOYSA-N	EC50	11	11	nM	23628336												
403879	Q8TDV5	XYIOHXCUULYVIG-UHFFFAOYSA-N	EC50	8	8	nM	21273063												
404086	Q8TDV5	XYQDJSOECJQITG-UHFFFAOYSA-N	EC50	30	30	nM	24440299												
407236	Q8TDV5	YDGHOGGGBJJRPT-UHFFFAOYSA-N	EC50	868	868	nM	21310611												
407526	Q8TDV5	YDOYWLYWLCMJMN-UHFFFAOYSA-N	EC50	501.19	501.19	nM	23214471												
408341	Q8TDV5	YERQPNCASYFOJZ-UHFFFAOYSA-N	EC50	22	22	nM	21273063												
408513	Q8TDV5	YEZQIIRCXXNHPM-UHFFFAOYSA-N	EC50	79.43	79.43	nM	23214471												
408594	Q8TDV5	YFCPLEXUWLGAKY-UHFFFAOYSA-N	EC50	1995.26	1995.26	nM	23214471												
408809	Q8TDV5	YFLIBDGYNPRMAW-UHFFFAOYSA-N	EC50	110	110	nM	18698756												
408850	Q8TDV5	YFMUWJMGDHZXDG-UHFFFAOYSA-N	EC50	704	704	nM	22765901												
409964	Q8TDV5	YGXXZFLKCGZDIF-UHFFFAOYSA-N	EC50	691	691	nM	23234271												
410004	Q8TDV5	YGZQGESCDBWFBD-UHFFFAOYSA-N	EC50	520	520	nM	24508142												
410298	Q8TDV5	YHKUMVXEUWUPKX-UHFFFAOYSA-N	EC50	7.3	7.3	nM	22264481												
410298	Q8TDV5	YHKUMVXEUWUPKX-UHFFFAOYSA-N	EC50	14	14	nM	21361292												
410298	Q8TDV5	YHKUMVXEUWUPKX-UHFFFAOYSA-N	EC50	15	15	nM	21536438												
412208	Q8TDV5	YKEGUYTXACKXKS-IRXDYDNUSA-N	EC50	18	18	nM	21536438												
412208	Q8TDV5	YKEGUYTXACKXKS-IRXDYDNUSA-N	EC50	176	176	nM	21536438												
413031	Q8TDV5	YLLCNIUQXKBEEB-UHFFFAOYSA-N	EC50	58	58	nM	24751443												
413475	Q8TDV5	YMBFHHCJVITIQM-UHFFFAOYSA-N	EC50	310	310	nM	"2,444,029,923,648,180"												
414310	Q8TDV5	YNEDDDKKMNFDFZ-UHFFFAOYSA-N	EC50	0	10000	nM	23214471												
415668	Q8TDV5	YOVLZIDAFGCSGF-UHFFFAOYSA-N	EC50	32	32	nM	21310611												
416384	Q8TDV5	YPYWYMKYEXLQSN-UHFFFAOYSA-N	EC50	16	16	nM	24751443												
416454	Q8TDV5	YQBJELZDUAJILG-UHFFFAOYSA-N	EC50	63	63	nM	24751443												
417964	Q8TDV5	YSEGETUQPPSDLC-CQSZACIVSA-N	EC50	630.96	630.96	nM	"MedChemComm, (2013) 4:1:95"												
419300	Q8TDV5	YUAAURBXCAZZNQ-UHFFFAOYSA-N	EC50	1300	1300	nM	20227877												
421108	Q8TDV5	YWRXZPIINXPNAF-UHFFFAOYSA-N	EC50	310	310	nM	24440299												
421169	Q8TDV5	YWUIYGHMSCMOGP-UHFFFAOYSA-N	EC50	3.9	3.9	nM	24508142												
421292	Q8TDV5	YWZUYHIAJSTNIS-UHFFFAOYSA-N	EC50	190	190	nM	24751443												
422583	Q8TDV5	YYUKEXGSOFPCPC-UHFFFAOYSA-N	EC50	2100	2100	nM	20227877												
424052	Q8TDV5	ZAXNJHATRXZXGK-UHFFFAOYSA-N	EC50	62	62	nM	21273063												
424330	Q8TDV5	ZBIFPWPJYZVCIM-KBPBESRZSA-N	EC50	2120	2120	nM	21536438												
424648	Q8TDV5	ZBUTVWLKBMCCQB-UHFFFAOYSA-N	EC50	559	559	nM	23234271												
424978	Q8TDV5	ZCIGKFMUVUHIME-MRXNPFEDSA-N	EC50	184	184	nM	22545772												
425051	Q8TDV5	ZCLFJHMMUILSLE-UHFFFAOYSA-N	EC50	900	900	nM	20227877												
425261	Q8TDV5	ZCTCHPPRMRIPMY-ROUUACIJSA-N	EC50	156	156	nM	22545772												
426104	Q8TDV5	ZEAUVGIZONYILM-CABCVRRESA-N	EC50	15.85	15.85	nM	"MedChemComm, (2013) 4:1:95"												
426107	Q8TDV5	ZEAUVGIZONYILM-HUUCEWRRSA-N	EC50	15.85	15.85	nM	"MedChemComm, (2013) 4:1:95"												
427016	Q8TDV5	ZFFXCNQBNKCWOX-UHFFFAOYSA-N	EC50	50.12	50.12	nM	23214471												
427071	Q8TDV5	ZFINOWQKYBMMSC-UHFFFAOYSA-N	EC50	7.9	7.9	nM	18698756												
427962	Q8TDV5	ZGMCYWCATLJDPI-UHFFFAOYSA-N	EC50	0	10000	nM	23357035												
429723	Q8TDV5	ZJBKMINXKKATNV-UHFFFAOYSA-N	EC50	1084	1084	nM	22545772												
430115	Q8TDV5	ZJRFPSHTPAIAJZ-HOTGVXAUSA-N	EC50	131	131	nM	21536438												
430589	Q8TDV5	ZKIFREPYTWDDPC-UHFFFAOYSA-N	EC50	2800	2800	nM	20227877												
431237	Q8TDV5	ZLDYBEDEZSFXJX-UHFFFAOYSA-N	EC50	704	704	nM	22765901												
431264	Q8TDV5	ZLEVVZJCRQACCT-UHFFFAOYSA-N	EC50	265	265	nM	21444206												
432539	Q8TDV5	ZMXPRLZLGHHSKI-UHFFFAOYSA-N	EC50	16	16	nM	24332491												
433839	Q8TDV5	ZOWRPEAJYNOQHD-UHFFFAOYSA-N	EC50	544	544	nM	24755425												
433956	Q8TDV5	ZPBFFPBCFJFRPJ-UHFFFAOYSA-N	EC50	1003	1003	nM	24755425												
434304	Q8TDV5	ZPMKGEHDHOXJKW-UHFFFAOYSA-N	EC50	40	40	nM	23234271												
436012	Q8TDV5	ZRWVDOFTLFTAOJ-HLLBOEOZSA-N	EC50	918	918	nM	21536438												
436539	Q8TDV5	ZSQFUAXMTVBXLK-UHFFFAOYSA-N	EC50	158.49	158.49	nM	23214471												
436587	Q8TDV5	ZSSWXMJOSBUALT-UHFFFAOYSA-N	EC50	78	78	nM	22545772												
437009	Q8TDV5	ZTJCTJJPHSUKRV-UHFFFAOYSA-N	EC50	4800	4800	nM	24508142												
437542	Q8TDV5	ZUDZPIGJFSGJEW-CRAIPNDOSA-N	EC50	501.19	501.19	nM	"MedChemComm, (2013) 4:1:95"												
437545	Q8TDV5	ZUDZPIGJFSGJEW-QAPCUYQASA-N	EC50	1258.93	1258.93	nM	"MedChemComm, (2013) 4:1:95"												
438029	Q8TDV5	ZUWGPGNNDQQCAD-UHFFFAOYSA-N	EC50	210	210	nM	22264481												
438231	Q8TDV5	ZVBQBROWGCHSPG-UHFFFAOYSA-N	EC50	0	5000	nM	22264481												
438832	Q8TDV5	ZVYHMOBLENEFNW-UHFFFAOYSA-N	EC50	2600	2600	nM	24508142												
438840	Q8TDV5	ZVYNOWNEQAVZAL-UHFFFAOYSA-N	EC50	16	16	nM	24755425												
439186	Q8TDV5	ZWKMSAHBFLORJJ-UHFFFAOYSA-N	EC50	485	485	nM	22545772												
439812	Q8TDV5	ZXJUZLDIIFRVTM-UHFFFAOYSA-N	EC50	73	73	nM	22765901												
440645	Q8TDV5	ZYOPZQBZYFDBES-IRXDYDNUSA-N	EC50	18	18	nM	21536438												
441711	Q8TDV5	ABRLPETXYAPFLZ-UHFFFAOYSA-N	EC50	43	43	nM	25088191												
441711	Q8TDV5	ABRLPETXYAPFLZ-UHFFFAOYSA-N	EC50	43.4	43.4	nM	25088191												
442065	Q8TDV5	AMSWJDFXNZZHEI-RUZDIDTESA-N	EC50	23	23	nM	25455488												
442142	Q8TDV5	APOAEXWNXLHNHP-OAHLLOKOSA-N	EC50	20	20	nM	25286150												
442149	Q8TDV5	APUDSMUVGAUEOX-XMMPIXPASA-N	EC50	6	6	nM	25455488												
442205	Q8TDV5	ATSAXEGMADWFEV-UHFFFAOYSA-N	EC50	65.5	65.5	nM	25088191												
442205	Q8TDV5	ATSAXEGMADWFEV-UHFFFAOYSA-N	EC50	66	66	nM	25088191												
442257	Q8TDV5	AVUCFLHYBFWMSM-GFCCVEGCSA-N	EC50	7	7	nM	25286150												
442478	Q8TDV5	BCTBEGQOLMHQIT-UHFFFAOYSA-N	EC50	39	39	nM	25082125												
442584	Q8TDV5	BHFTZDZOYKINDA-AREMUKBSSA-N	EC50	8	8	nM	25455488												
442680	Q8TDV5	BKEOSKPDNQWDSX-GFCCVEGCSA-N	EC50	196	196	nM	25088191												
442683	Q8TDV5	BKEOSKPDNQWDSX-LBPRGKRZSA-N	EC50	186	186	nM	25088191												
442836	Q8TDV5	BPXJSGIERMPYKH-UHFFFAOYSA-N	EC50	6.1	6.1	nM	25088191												
442836	Q8TDV5	BPXJSGIERMPYKH-UHFFFAOYSA-N	EC50	6.12	6.12	nM	25088191												
443057	Q8TDV5	BXAHBPJBHXQXPU-UHFFFAOYSA-N	EC50	21	21	nM	25088191												
443057	Q8TDV5	BXAHBPJBHXQXPU-UHFFFAOYSA-N	EC50	21.2	21.2	nM	25088191												
443236	Q8TDV5	CDEAEZQLBRDDDP-OYDRJWEHSA-N	EC50	158	158	nM	25286150												
443303	Q8TDV5	CFNBQAHYEWRUHT-UHFFFAOYSA-N	EC50	4.8	4.8	nM	25088191												
443303	Q8TDV5	CFNBQAHYEWRUHT-UHFFFAOYSA-N	EC50	4.83	4.83	nM	25088191												
443462	Q8TDV5	CMPJIODIHHCIRU-AUJFFYSJSA-N	EC50	8	8	nM	25286150												
443659	Q8TDV5	CSHWCXCTWMMTEZ-UHFFFAOYSA-N	EC50	21	21	nM	25455488												
443816	Q8TDV5	CXMRNHROHROMRX-UHFFFAOYSA-N	EC50	34	34	nM	25455488												
443891	Q8TDV5	DALQKCVRGANGDS-UHFFFAOYSA-N	EC50	6.5	6.5	nM	25088191												
443891	Q8TDV5	DALQKCVRGANGDS-UHFFFAOYSA-N	EC50	6.53	6.53	nM	25088191												
444040	Q8TDV5	DGYNSEVBOQZAQV-UHFFFAOYSA-N	EC50	436	436	nM	25455488												
444085	Q8TDV5	DHWFLNNSKHQRKL-UHFFFAOYSA-N	EC50	6.8	6.8	nM	25088191												
444127	Q8TDV5	DJOMJPWMQCDQQR-UHFFFAOYSA-N	EC50	57	57	nM	25208139												
444128	Q8TDV5	DJPAKBMZZYZGIM-GFCCVEGCSA-N	EC50	15	15	nM	25286150												
444348	Q8TDV5	DRWSBUQCWOFAFF-UHFFFAOYSA-N	EC50	1091	1091	nM	25208139												
444431	Q8TDV5	DVWVHROLZABXOW-UHFFFAOYSA-N	EC50	0	10000	nM	25208139												
444551	Q8TDV5	DYTGIMMOPCQYNV-UHFFFAOYSA-N	EC50	183	183	nM	25208139												
444754	Q8TDV5	FGNLBPUAXIRWIO-UHFFFAOYSA-N	EC50	101	101	nM	25455488												
444861	Q8TDV5	FJRQPZWTKVINCI-UHFFFAOYSA-N	EC50	724	724	nM	25208139												
445248	Q8TDV5	FWRGXFLXKLDHSF-UHFFFAOYSA-N	EC50	74	74	nM	25455488												
445344	Q8TDV5	FZWDBBMILHMWQZ-UHFFFAOYSA-N	EC50	133	133	nM	25208139												
445415	Q8TDV5	GCORBEQESKBQPR-UHFFFAOYSA-N	EC50	37	37	nM	25088191												
445447	Q8TDV5	GDSWJWALOTUCAM-UHFFFAOYSA-N	EC50	125	125	nM	25455488												
445448	Q8TDV5	GDTSICWGIITHJS-UHFFFAOYSA-N	EC50	16	16	nM	25208139												
445518	Q8TDV5	GHPSDAPCCXIXEV-CQSZACIVSA-N	EC50	12	12	nM	25286150												
445608	Q8TDV5	GLSPPSAFNUHLJA-RUZDIDTESA-N	EC50	2	2	nM	25455488												
445817	Q8TDV5	GSUTYUFKAGTCBT-UHFFFAOYSA-N	EC50	24.9	24.9	nM	25088191												
445817	Q8TDV5	GSUTYUFKAGTCBT-UHFFFAOYSA-N	EC50	25	25	nM	25088191												
446100	Q8TDV5	HCOCJWJTYDDBRV-OAHLLOKOSA-N	EC50	6	6	nM	25286150												
446188	Q8TDV5	HGOCZXVINVMQGD-MRXNPFEDSA-N	EC50	18	18	nM	25286150												
446237	Q8TDV5	HIJKGVNKHCXAKW-UHFFFAOYSA-N	EC50	18	18	nM	25208139												
446309	Q8TDV5	HKJDCMBBABRWKS-UHFFFAOYSA-N	EC50	76	76	nM	25088191												
446309	Q8TDV5	HKJDCMBBABRWKS-UHFFFAOYSA-N	EC50	76.3	76.3	nM	25088191												
446648	Q8TDV5	HXNOCBIFNWVJLT-CYBMUJFWSA-N	EC50	11	11	nM	25286150												
446687	Q8TDV5	HYPHBLWZNULUJZ-UHFFFAOYSA-N	EC50	7.9	7.9	nM	25088191												
446687	Q8TDV5	HYPHBLWZNULUJZ-UHFFFAOYSA-N	EC50	7.91	7.91	nM	25088191												
446818	Q8TDV5	ICKZZHZSLWRRAL-XMMPIXPASA-N	EC50	3	3	nM	25455488												
446830	Q8TDV5	IDFYVOMBWZBNGK-CQSZACIVSA-N	EC50	150	150	nM	25286150												
447043	Q8TDV5	IKSXRJRIVYHLMI-UHFFFAOYSA-N	EC50	117	117	nM	25208139												
447189	Q8TDV5	IQPVRLQWKHOOJZ-UHFFFAOYSA-N	EC50	326	326	nM	25088191												
447272	Q8TDV5	ITAGQYIEAGLAHJ-UHFFFAOYSA-N	EC50	8.5	8.5	nM	25088191												
447272	Q8TDV5	ITAGQYIEAGLAHJ-UHFFFAOYSA-N	EC50	8.51	8.51	nM	25088191												
447380	Q8TDV5	IXIWGIOCETWRTM-CYBMUJFWSA-N	EC50	27	27	nM	25286150												
447415	Q8TDV5	IYPWBHJICBZOMB-UHFFFAOYSA-N	EC50	21	21	nM	25088191												
447609	Q8TDV5	JFGWCHIYEXQLJW-UHFFFAOYSA-N	EC50	1200	1200	nM	25082125												
447672	Q8TDV5	JHORQHNGCXPGNE-UHFFFAOYSA-N	EC50	23	23	nM	25208139												
447715	Q8TDV5	JIWSSKVCBQEVAO-UHFFFAOYSA-N	EC50	41	41	nM	25208139												
447814	Q8TDV5	JMZTWAYVDHTNRM-UHFFFAOYSA-N	EC50	18	18	nM	25208139												
447901	Q8TDV5	JQJKHAKETYLWAA-UHFFFAOYSA-N	EC50	240	240	nM	25082125												
448049	Q8TDV5	JVWMXWNWWQUOMO-UHFFFAOYSA-N	EC50	17	17	nM	25088191												
448049	Q8TDV5	JVWMXWNWWQUOMO-UHFFFAOYSA-N	EC50	17.4	17.4	nM	25088191												
448100	Q8TDV5	JXQXSHWFIWWHOS-UHFFFAOYSA-N	EC50	20	20	nM	25455488												
448114	Q8TDV5	JYTQGMVVDLNMCV-UHFFFAOYSA-N	EC50	92.9	92.9	nM	25088191												
448114	Q8TDV5	JYTQGMVVDLNMCV-UHFFFAOYSA-N	EC50	93	93	nM	25088191												
448238	Q8TDV5	KDRPFAOZVPZIFC-UHFFFAOYSA-N	EC50	0	10000	nM	25208139												
448411	Q8TDV5	KKGJIBUIUCPXER-UHFFFAOYSA-N	EC50	7	7	nM	25455488												
448444	Q8TDV5	KLOXHHJOPZIHOE-DEOSSOPVSA-N	EC50	20	20	nM	25455488												
448608	Q8TDV5	KQIQUYSSCBVNGS-UHFFFAOYSA-N	EC50	0	10000	nM	25208139												
448765	Q8TDV5	KWIOPQKUZLWYEN-RUZDIDTESA-N	EC50	1	1	nM	25455488												
448806	Q8TDV5	KXLBJYXGUNIUHH-UHFFFAOYSA-N	EC50	781	781	nM	25082125												
448818	Q8TDV5	KXXGAEUCJTVWEX-UHFFFAOYSA-N	EC50	95	95	nM	25208139												
448947	Q8TDV5	LDCKFNQAGLBTSF-GFCCVEGCSA-N	EC50	9.2	9.2	nM	25088191												
448948	Q8TDV5	LDCKFNQAGLBTSF-LBPRGKRZSA-N	EC50	9.86	9.86	nM	25088191												
448948	Q8TDV5	LDCKFNQAGLBTSF-LBPRGKRZSA-N	EC50	9.9	9.9	nM	25088191												
449247	Q8TDV5	LODAPOVAEGMKHO-UHFFFAOYSA-N	EC50	0	10000	nM	25208139												
449416	Q8TDV5	LUEBPFUHSORPNK-UHFFFAOYSA-N	EC50	104	104	nM	25208139												
449945	Q8TDV5	MOFABLNTDPJUES-UHFFFAOYSA-N	EC50	5	5	nM	25208139												
450196	Q8TDV5	MWQSABYAPLDFME-DEOSSOPVSA-N	EC50	2	2	nM	25455488												
450196	Q8TDV5	MWQSABYAPLDFME-DEOSSOPVSA-N	EC50	5	5	nM	25455488												
450198	Q8TDV5	MWQSABYAPLDFME-JOJHBBJUSA-N	EC50	2	2	nM	25455488												
450812	Q8TDV5	NTRORZYBWAWXLZ-UHFFFAOYSA-N	EC50	37	37	nM	25208139												
450853	Q8TDV5	NVQAIOSNVHCKIG-UHFFFAOYSA-N	EC50	0	10000	nM	25208139												
450900	Q8TDV5	NXGHLOHFUASLGZ-GFCCVEGCSA-N	EC50	21	21	nM	25286150												
450986	Q8TDV5	OAITZPGKABWYAK-SANMLTNESA-N	EC50	2	2	nM	25455488												
451133	Q8TDV5	OFLLDFSIJNNOJF-UHFFFAOYSA-N	EC50	0	10000	nM	25208139												
451154	Q8TDV5	OGIAVRWXUPYGGC-UHFFFAOYSA-N	EC50	14	14	nM	25208139												
451250	Q8TDV5	OKBIYBZBOXQZAS-CYBMUJFWSA-N	EC50	133	133	nM	25286150												
451325	Q8TDV5	OMCGCBFQMOQYFM-UHFFFAOYSA-N	EC50	69.9	69.9	nM	25088191												
451325	Q8TDV5	OMCGCBFQMOQYFM-UHFFFAOYSA-N	EC50	70	70	nM	25088191												
451504	Q8TDV5	ORMBWQCNMAYKTE-UHFFFAOYSA-N	EC50	3	3	nM	25082125												
451955	Q8TDV5	PHRLNUFPRBBYSI-DEOSSOPVSA-N	EC50	25	25	nM	25455488												
451970	Q8TDV5	PIEBXQFMLGGJQI-UHFFFAOYSA-N	EC50	173	173	nM	25082125												
451995	Q8TDV5	PIRFXIHEGRCRCW-QHCPKHFHSA-N	EC50	73	73	nM	25455488												
452136	Q8TDV5	PMXJGYIIFVVUMX-UHFFFAOYSA-N	EC50	29	29	nM	25088191												
452136	Q8TDV5	PMXJGYIIFVVUMX-UHFFFAOYSA-N	EC50	29.3	29.3	nM	25088191												
452138	Q8TDV5	PMXPFGAJPBGCFN-UHFFFAOYSA-N	EC50	13	13	nM	25088191												
452138	Q8TDV5	PMXPFGAJPBGCFN-UHFFFAOYSA-N	EC50	13.2	13.2	nM	25088191												
452171	Q8TDV5	POCVWVURFWNCKU-UHFFFAOYSA-N	EC50	1700	1700	nM	25208139												
452242	Q8TDV5	PQHYXVGPFDSKEU-UHFFFAOYSA-N	EC50	13	13	nM	25208139												
452358	Q8TDV5	PVBQQPYTDDZWCR-QHCPKHFHSA-N	EC50	15	15	nM	25455488												
452358	Q8TDV5	PVBQQPYTDDZWCR-QHCPKHFHSA-N	EC50	35	35	nM	25455488												
452360	Q8TDV5	PVBQQPYTDDZWCR-VVIHLOIQSA-N	EC50	35	35	nM	25455488												
452494	Q8TDV5	QAAFKNJHZPORPC-QHCPKHFHSA-N	EC50	3	3	nM	25455488												
452625	Q8TDV5	QERCQWHYIRCFHH-UHFFFAOYSA-N	EC50	22	22	nM	25088191												
452674	Q8TDV5	QGPDNTVBBFWXKO-RUZDIDTESA-N	EC50	0.5	0.5	nM	25455488												
452675	Q8TDV5	QGPDNTVBBFWXKO-VWLOTQADSA-N	EC50	38	38	nM	25455488												
