GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)												
350424	Q8TDV5	VAUXCDKWINZQLS-UHFFFAOYSA-N	Efficacy	95	95	%	24332491												
352388	Q8TDV5	VDNHQORIQOKFQK-UHFFFAOYSA-N	Efficacy	5	5	%	24751443												
355995	Q8TDV5	VIMRYZSSMLZOQX-UHFFFAOYSA-N	Efficacy	85	85	%	24751443												
362115	Q8TDV5	VRACHVCCQQLSRY-UHFFFAOYSA-N	Efficacy	108	108	%	24440299												
376201	Q8TDV5	WLIICSHMSPPQIE-UHFFFAOYSA-N	Efficacy	122	122	%	24440299												
378925	Q8TDV5	WPDCHTSXOPUOII-UHFFFAOYSA-N	Efficacy	75	75	%	25088191												
378949	Q8TDV5	WPEBSSAJUZFUQK-UHFFFAOYSA-N	Efficacy	98	98	%	24440299												
382477	Q8TDV5	WUCYYMBCEXEYCM-UHFFFAOYSA-N	Efficacy	66	66	%	24751443												
385407	Q8TDV5	WYIYDGLQROPKKZ-UHFFFAOYSA-N	Efficacy	81	81	%	24332491												
395554	Q8TDV5	XMEYRMWCLMWUFX-UHFFFAOYSA-N	Efficacy	85	85	%	"2,444,029,923,648,180"												
396919	Q8TDV5	XOCDZALEQOCVLW-UHFFFAOYSA-N	Efficacy	97	97	%	23648181												
397241	Q8TDV5	XOPDEASITWZLIZ-UHFFFAOYSA-N	Efficacy	106	106	%	24440299												
404086	Q8TDV5	XYQDJSOECJQITG-UHFFFAOYSA-N	Efficacy	98	98	%	24440299												
413031	Q8TDV5	YLLCNIUQXKBEEB-UHFFFAOYSA-N	Efficacy	69	69	%	24751443												
413475	Q8TDV5	YMBFHHCJVITIQM-UHFFFAOYSA-N	Efficacy	105	105	%	23648181												
416384	Q8TDV5	YPYWYMKYEXLQSN-UHFFFAOYSA-N	Efficacy	66	66	%	24751443												
416454	Q8TDV5	YQBJELZDUAJILG-UHFFFAOYSA-N	Efficacy	66	66	%	24751443												
421108	Q8TDV5	YWRXZPIINXPNAF-UHFFFAOYSA-N	Efficacy	93	93	%	24440299												
421292	Q8TDV5	YWZUYHIAJSTNIS-UHFFFAOYSA-N	Efficacy	68	68	%	24751443												
441711	Q8TDV5	ABRLPETXYAPFLZ-UHFFFAOYSA-N	Efficacy	74	74	%	25088191												
442065	Q8TDV5	AMSWJDFXNZZHEI-RUZDIDTESA-N	Efficacy	83	83	%	25455488												
442149	Q8TDV5	APUDSMUVGAUEOX-XMMPIXPASA-N	Efficacy	82	82	%	25455488												
442205	Q8TDV5	ATSAXEGMADWFEV-UHFFFAOYSA-N	Efficacy	52	52	%	25088191												
442584	Q8TDV5	BHFTZDZOYKINDA-AREMUKBSSA-N	Efficacy	75	75	%	25455488												
442680	Q8TDV5	BKEOSKPDNQWDSX-GFCCVEGCSA-N	Efficacy	59	59	%	25088191												
442683	Q8TDV5	BKEOSKPDNQWDSX-LBPRGKRZSA-N	Efficacy	72	72	%	25088191												
442836	Q8TDV5	BPXJSGIERMPYKH-UHFFFAOYSA-N	Efficacy	83	83	%	25088191												
443057	Q8TDV5	BXAHBPJBHXQXPU-UHFFFAOYSA-N	Efficacy	72	72	%	25088191												
443303	Q8TDV5	CFNBQAHYEWRUHT-UHFFFAOYSA-N	Efficacy	87	87	%	25088191												
443659	Q8TDV5	CSHWCXCTWMMTEZ-UHFFFAOYSA-N	Efficacy	87	87	%	25455488												
443816	Q8TDV5	CXMRNHROHROMRX-UHFFFAOYSA-N	Efficacy	77	77	%	25455488												
443891	Q8TDV5	DALQKCVRGANGDS-UHFFFAOYSA-N	Efficacy	36	36	%	25088191												
444040	Q8TDV5	DGYNSEVBOQZAQV-UHFFFAOYSA-N	Efficacy	77	77	%	25455488												
444085	Q8TDV5	DHWFLNNSKHQRKL-UHFFFAOYSA-N	Efficacy	95	95	%	25088191												
444754	Q8TDV5	FGNLBPUAXIRWIO-UHFFFAOYSA-N	Efficacy	56	56	%	25455488												
445248	Q8TDV5	FWRGXFLXKLDHSF-UHFFFAOYSA-N	Efficacy	66	66	%	25455488												
445415	Q8TDV5	GCORBEQESKBQPR-UHFFFAOYSA-N	Efficacy	76	76	%	25088191												
445447	Q8TDV5	GDSWJWALOTUCAM-UHFFFAOYSA-N	Efficacy	81	81	%	25455488												
445608	Q8TDV5	GLSPPSAFNUHLJA-RUZDIDTESA-N	Efficacy	88	88	%	25455488												
445817	Q8TDV5	GSUTYUFKAGTCBT-UHFFFAOYSA-N	Efficacy	103	103	%	25088191												
446309	Q8TDV5	HKJDCMBBABRWKS-UHFFFAOYSA-N	Efficacy	66	66	%	25088191												
446687	Q8TDV5	HYPHBLWZNULUJZ-UHFFFAOYSA-N	Efficacy	81	81	%	25088191												
446818	Q8TDV5	ICKZZHZSLWRRAL-XMMPIXPASA-N	Efficacy	92	92	%	25455488												
447189	Q8TDV5	IQPVRLQWKHOOJZ-UHFFFAOYSA-N	Efficacy	58	58	%	25088191												
447272	Q8TDV5	ITAGQYIEAGLAHJ-UHFFFAOYSA-N	Efficacy	94	94	%	25088191												
447415	Q8TDV5	IYPWBHJICBZOMB-UHFFFAOYSA-N	Efficacy	75	75	%	25088191												
448049	Q8TDV5	JVWMXWNWWQUOMO-UHFFFAOYSA-N	Efficacy	85	85	%	25088191												
448100	Q8TDV5	JXQXSHWFIWWHOS-UHFFFAOYSA-N	Efficacy	60	60	%	25455488												
448114	Q8TDV5	JYTQGMVVDLNMCV-UHFFFAOYSA-N	Efficacy	90	90	%	25088191												
448411	Q8TDV5	KKGJIBUIUCPXER-UHFFFAOYSA-N	Efficacy	55	55	%	25455488												
448444	Q8TDV5	KLOXHHJOPZIHOE-DEOSSOPVSA-N	Efficacy	74	74	%	25455488												
448765	Q8TDV5	KWIOPQKUZLWYEN-RUZDIDTESA-N	Efficacy	80	80	%	25455488												
448947	Q8TDV5	LDCKFNQAGLBTSF-GFCCVEGCSA-N	Efficacy	56	56	%	25088191												
448948	Q8TDV5	LDCKFNQAGLBTSF-LBPRGKRZSA-N	Efficacy	78	78	%	25088191												
450196	Q8TDV5	MWQSABYAPLDFME-DEOSSOPVSA-N	Efficacy	99	99	%	25455488												
450198	Q8TDV5	MWQSABYAPLDFME-JOJHBBJUSA-N	Efficacy	103	103	%	25455488												
450986	Q8TDV5	OAITZPGKABWYAK-SANMLTNESA-N	Efficacy	90	90	%	25455488												
451325	Q8TDV5	OMCGCBFQMOQYFM-UHFFFAOYSA-N	Efficacy	-32	-32	%	25088191												
451955	Q8TDV5	PHRLNUFPRBBYSI-DEOSSOPVSA-N	Efficacy	75	75	%	25455488												
451995	Q8TDV5	PIRFXIHEGRCRCW-QHCPKHFHSA-N	Efficacy	84	84	%	25455488												
452136	Q8TDV5	PMXJGYIIFVVUMX-UHFFFAOYSA-N	Efficacy	66	66	%	25088191												
452138	Q8TDV5	PMXPFGAJPBGCFN-UHFFFAOYSA-N	Efficacy	93	93	%	25088191												
452358	Q8TDV5	PVBQQPYTDDZWCR-QHCPKHFHSA-N	Efficacy	101	101	%	25455488												
452360	Q8TDV5	PVBQQPYTDDZWCR-VVIHLOIQSA-N	Efficacy	87	87	%	25455488												
452494	Q8TDV5	QAAFKNJHZPORPC-QHCPKHFHSA-N	Efficacy	91	91	%	25455488												
452625	Q8TDV5	QERCQWHYIRCFHH-UHFFFAOYSA-N	Efficacy	65	65	%	25088191												
452674	Q8TDV5	QGPDNTVBBFWXKO-RUZDIDTESA-N	Efficacy	85	85	%	25455488												
452675	Q8TDV5	QGPDNTVBBFWXKO-VWLOTQADSA-N	Efficacy	66	66	%	25455488												
452946	Q8TDV5	QRXYAFLQQMNDLQ-UHFFFAOYSA-N	Efficacy	81	81	%	25455488												
453435	Q8TDV5	RHFPXTMUONBOGE-UHFFFAOYSA-N	Efficacy	99	99	%	25088191												
454722	Q8TDV5	TUMNPBPSVJSXSL-UHFFFAOYSA-N	Efficacy	77	77	%	25088191												
454752	Q8TDV5	TVSIXBJHCVIUCO-UHFFFAOYSA-N	Efficacy	74	74	%	25088191												
454853	Q8TDV5	TZEYAXGGRICVIJ-UHFFFAOYSA-N	Efficacy	94	94	%	25088191												
454874	Q8TDV5	TZZVBRXOULSCQF-SANMLTNESA-N	Efficacy	58	58	%	25455488												
455391	Q8TDV5	USJBZXQTBYDIJL-UHFFFAOYSA-N	Efficacy	99	99	%	25088191												
455450	Q8TDV5	UUKJPPZEZJGKHC-RUZDIDTESA-N	Efficacy	15	15	%	25455488												
455706	Q8TDV5	VCYFNULZYBZHRG-UHFFFAOYSA-N	Efficacy	82	82	%	25455488												
456469	Q8TDV5	WEZSJMODUHEZCP-UHFFFAOYSA-N	Efficacy	65	65	%	25088191												
456598	Q8TDV5	WJMRGCBKFQOKFK-UHFFFAOYSA-N	Efficacy	72	72	%	25088191												
456634	Q8TDV5	WLBFJSWAVVNSGS-XMMPIXPASA-N	Efficacy	75	75	%	25455488												
456970	Q8TDV5	WXSAQQXPZAGYLD-UHFFFAOYSA-N	Efficacy	38	38	%	25088191												
457065	Q8TDV5	XAQQVIWLJYOLFK-UHFFFAOYSA-N	Efficacy	69	69	%	25088191												
457110	Q8TDV5	XCEHXJCCOGXTBG-UHFFFAOYSA-N	Efficacy	55	55	%	25455488												
457706	Q8TDV5	XXJNXRSUAZZNCF-UHFFFAOYSA-N	Efficacy	83	83	%	25455488												
457745	Q8TDV5	XYFBZUYLBDVJFL-UHFFFAOYSA-N	Efficacy	87	87	%	25088191												
458297	Q8TDV5	YTIMOVZKXDRWIW-RUZDIDTESA-N	Efficacy	73	73	%	25455488												
458583	Q8TDV5	ZEGAFNHKVYRQSW-UHFFFAOYSA-N	Efficacy	52	52	%	25088191												
153	Q8TDV5	AAEXAWXHXYDQNR-UHFFFAOYSA-N	Emax	110	110	%	22765901												
5712	Q8TDV5	AHNQYAZOPGIERI-UHFFFAOYSA-N	Emax	103	103	%	21444206												
10217	Q8TDV5	AOGFVKCXWUDFAJ-UHFFFAOYSA-N	Emax	71	71	%	21444206												
11202	Q8TDV5	APOZVOAEAUGHRO-UHFFFAOYSA-N	Emax	44.3	44.3	%	23357035												
12677	Q8TDV5	ARQOVJICMVUBAF-UHFFFAOYSA-N	Emax	10	10	%	22765901												
15804	Q8TDV5	AVZUGDCGZCTJAU-UHFFFAOYSA-N	Emax	32.7	32.7	%	23357035												
16831	Q8TDV5	AXLNAZYMBNKFJO-UHFFFAOYSA-N	Emax	64	64	%	21444206												
17600	Q8TDV5	AYMXTWMJUAASDF-UHFFFAOYSA-N	Emax	91	91	%	21444206												
29220	Q8TDV5	BOWVQLFMWHZBEF-KTKRTIGZSA-N	Emax	100	100	%	23374864												
29709	Q8TDV5	BPNGXXPWVUKDRR-UHFFFAOYSA-N	Emax	65	65	%	22765901												
32815	Q8TDV5	BTYRTNRWQFWQNI-UHFFFAOYSA-N	Emax	95	95	%	21444206												
53718	Q8TDV5	CYNURBUBXQDYMK-UHFFFAOYSA-N	Emax	80	80	%	22765901												
54121	Q8TDV5	CZAVZXWEZRFGSK-UHFFFAOYSA-N	Emax	99	99	%	21444206												
58565	Q8TDV5	DFHPAPBEFMIDKH-UHFFFAOYSA-N	Emax	99	99	%	22765901												
60259	Q8TDV5	DHRDKLVPQRXOQS-UHFFFAOYSA-N	Emax	80	80	%	21444206												
63341	Q8TDV5	DLUDWFPLMUWISJ-UHFFFAOYSA-N	Emax	113	113	%	22765901												
66744	Q8TDV5	DQXXSMOSTVQXSK-UHFFFAOYSA-N	Emax	99	99	%	24755425												
69335	Q8TDV5	DUQSZAYMEFJTSL-UHFFFAOYSA-N	Emax	72	72	%	21444206												
73029	Q8TDV5	DZUKNPGXPKVUNH-UHFFFAOYSA-N	Emax	95	95	%	22765901												
76067	Q8TDV5	FEAQKOJMPVAIBR-UHFFFAOYSA-N	Emax	79	79	%	21444206												
90792	Q8TDV5	FZDXKZGIJAWHDX-UHFFFAOYSA-N	Emax	19.9	19.9	%	23357035												
92254	Q8TDV5	GBFSJWYMFPNGEN-UHFFFAOYSA-N	Emax	81	81	%	22765901												
93777	Q8TDV5	GDMONFHFRSPUDZ-UHFFFAOYSA-N	Emax	100	100	%	22765901												
102463	Q8TDV5	GQANSXDPJNTWLQ-UHFFFAOYSA-N	Emax	53.7	53.7	%	23357035												
112392	Q8TDV5	HDWCHQSQXHCARG-UHFFFAOYSA-N	Emax	85	85	%	22765901												
124196	Q8TDV5	HUDHXIUFUNEPFV-UHFFFAOYSA-N	Emax	65	65	%	21444206												
128709	Q8TDV5	IASOXBUPYJVERA-UHFFFAOYSA-N	Emax	61	61	%	24755425												
140542	Q8TDV5	ISAUICAMOUVWRT-UHFFFAOYSA-N	Emax	85	85	%	22765901												
142356	Q8TDV5	IUUFBIKIBRLDFT-UHFFFAOYSA-N	Emax	48	48	%	24755425												
148837	Q8TDV5	JEHGKJLXZUARCY-UHFFFAOYSA-N	Emax	90	90	%	21444206												
151853	Q8TDV5	JIPNDUPRBGRSEZ-UHFFFAOYSA-N	Emax	119	119	%	24755425												
157240	Q8TDV5	JQGOEUVPXBVVGJ-UHFFFAOYSA-N	Emax	101	101	%	22765901												
163314	Q8TDV5	JYRWUSXRTGACLY-UHFFFAOYSA-N	Emax	100	100	%	21444206												
164001	Q8TDV5	JZSHQAUXPDNFHH-UHFFFAOYSA-N	Emax	107	107	%	24755425												
172558	Q8TDV5	KMDWWNIUJYBSDB-UHFFFAOYSA-N	Emax	17.4	17.4	%	23357035												
173942	Q8TDV5	KODPGXXJIKNGCP-UHFFFAOYSA-N	Emax	32.8	32.8	%	23357035												
176124	Q8TDV5	KRCCTTRJUJRZKA-UHFFFAOYSA-N	Emax	98	98	%	21444206												
185122	Q8TDV5	LDZPPKAVVXOLGD-UHFFFAOYSA-N	Emax	38	38	%	22765901												
186268	Q8TDV5	LFTBMVKQYIOACD-UHFFFAOYSA-N	Emax	89	89	%	22765901												
187696	Q8TDV5	LHOCQFBRTUAECJ-UHFFFAOYSA-N	Emax	91	91	%	21444206												
189803	Q8TDV5	LKPXZJQEADKKBK-UHFFFAOYSA-N	Emax	19.6	19.6	%	23357035												
193874	Q8TDV5	LQIXWOTXLOMZTN-UHFFFAOYSA-N	Emax	56	56	%	22765901												
199905	Q8TDV5	LZCNLEZPKDPKSO-UHFFFAOYSA-N	Emax	96	96	%	21444206												
200807	Q8TDV5	MALQSTLACRSJTA-UHFFFAOYSA-N	Emax	46.2	46.2	%	23357035												
202320	Q8TDV5	MCSUHVXBTUZJGE-UHFFFAOYSA-N	Emax	84	84	%	22765901												
202573	Q8TDV5	MDCOIDBGBQWHFK-UHFFFAOYSA-N	Emax	53	53	%	24755425												
203460	Q8TDV5	MEJZLMLSAGYUBR-UHFFFAOYSA-N	Emax	23.4	23.4	%	23357035												
212741	Q8TDV5	MRVUVKYVTCMVPN-UHFFFAOYSA-N	Emax	93	93	%	24755425												
213147	Q8TDV5	MSLGCJRBTZTIQC-UHFFFAOYSA-N	Emax	94	94	%	22765901												
230197	Q8TDV5	NRJQNFPQCLDLSO-UHFFFAOYSA-N	Emax	79	79	%	21444206												
237015	Q8TDV5	OBHZOKPGFQXCPV-UHFFFAOYSA-N	Emax	101	101	%	21444206												
243013	Q8TDV5	OJQMXDUETVOTAM-UHFFFAOYSA-N	Emax	118	118	%	24755425												
244128	Q8TDV5	OLDOACNQKIEVCU-UHFFFAOYSA-N	Emax	37.5	37.5	%	23357035												
249895	Q8TDV5	OTILYYCTGBTYKO-UHFFFAOYSA-N	Emax	98	98	%	22765901												
252639	Q8TDV5	OXMFKUBBAMCZJL-UHFFFAOYSA-N	Emax	17	17	%	23357035												
259969	Q8TDV5	PHOISNUGBIDGLQ-UHFFFAOYSA-N	Emax	78	78	%	24755425												
263147	Q8TDV5	PMDACOFLLOSGMY-UHFFFAOYSA-N	Emax	91	91	%	22765901												
263439	Q8TDV5	PMNRPLNHHUMDRO-UHFFFAOYSA-N	Emax	20.6	20.6	%	23357035												
268599	Q8TDV5	PTPNJFIDUNZFMA-UHFFFAOYSA-N	Emax	123	123	%	24755425												
269066	Q8TDV5	PUICBGQQISDALE-UHFFFAOYSA-N	Emax	115	115	%	22765901												
277692	Q8TDV5	QGMBKENQJILTEB-UHFFFAOYSA-N	Emax	56	56	%	24755425												
282209	Q8TDV5	QNAOVZXVOZZSTA-UHFFFAOYSA-N	Emax	89	89	%	21444206												
289952	Q8TDV5	QYOSKYNGFOIKLO-UHFFFAOYSA-N	Emax	17.9	17.9	%	23357035												
290605	Q8TDV5	QZMJKQWYWOFUDT-UHFFFAOYSA-N	Emax	105	105	%	21444206												
290762	Q8TDV5	QZSGQPLGMORIGT-UHFFFAOYSA-N	Emax	85	85	%	24755425												
299163	Q8TDV5	RLNJMHMBIJOATD-UHFFFAOYSA-N	Emax	82	82	%	24755425												
300882	Q8TDV5	RNXQXVJILIUHTG-UHFFFAOYSA-N	Emax	103	103	%	21444206												
328720	Q8TDV5	TVVRUELYQUKMOC-UHFFFAOYSA-N	Emax	104	104	%	21444206												
335839	Q8TDV5	UFULLCXQSXNKKG-UHFFFAOYSA-N	Emax	91	91	%	22765901												
336104	Q8TDV5	UGCOTKWHZOAJOP-UHFFFAOYSA-N	Emax	67	67	%	24755425												
341574	Q8TDV5	UOHKDTYTDYSZSF-UHFFFAOYSA-N	Emax	92	92	%	24755425												
342770	Q8TDV5	UQDCHPHIQDUAQH-UHFFFAOYSA-N	Emax	33	33	%	22765901												
345439	Q8TDV5	UTVCYBZANZGTEJ-UHFFFAOYSA-N	Emax	82	82	%	21444206												
349717	Q8TDV5	UZVGRPOORJEDHS-UHFFFAOYSA-N	Emax	62	62	%	22765901												
351397	Q8TDV5	VCDWNLPHRCJKJZ-UHFFFAOYSA-N	Emax	25	25	%	22765901												
355080	Q8TDV5	VHFAEJZHWSBDMY-UHFFFAOYSA-N	Emax	21.3	21.3	%	23357035												
356599	Q8TDV5	VJJZZGAKCBICGP-UHFFFAOYSA-N	Emax	15.1	15.1	%	23357035												
357324	Q8TDV5	VKOBKLHGFJEPIN-UHFFFAOYSA-N	Emax	67	67	%	21444206												
360427	Q8TDV5	VOSSCWPOBXNNMJ-UHFFFAOYSA-N	Emax	33.2	33.2	%	23357035												
364781	Q8TDV5	VUSKVLRLUSEHMP-UHFFFAOYSA-N	Emax	43	43	%	24755425												
367489	Q8TDV5	VYSGCRDWVFIYTA-UHFFFAOYSA-N	Emax	88	88	%	24755425												
376807	Q8TDV5	WMCWRFZUFUHFRB-UHFFFAOYSA-N	Emax	83	83	%	21444206												
378925	Q8TDV5	WPDCHTSXOPUOII-UHFFFAOYSA-N	Emax	75	75	%	26048791												
381636	Q8TDV5	WSXKNGYNBXFWOB-UHFFFAOYSA-N	Emax	56.9	56.9	%	23357035												
389026	Q8TDV5	XDKCOMGVQZUKBN-UHFFFAOYSA-N	Emax	88	88	%	24755425												
392173	Q8TDV5	XHSHAXCLOWPGEZ-UHFFFAOYSA-N	Emax	98	98	%	24755425												
398151	Q8TDV5	XPZKXUOYDIWNOW-UHFFFAOYSA-N	Emax	93	93	%	22765901												
400656	Q8TDV5	XTRUQJBVQBUKSQ-UHFFFAOYSA-N	Emax	89	89	%	21444206												
408850	Q8TDV5	YFMUWJMGDHZXDG-UHFFFAOYSA-N	Emax	85	85	%	22765901												
413475	Q8TDV5	YMBFHHCJVITIQM-UHFFFAOYSA-N	Emax	105	105	%	24440299												
426281	Q8TDV5	ZEIDCFZOIAXCTI-UHFFFAOYSA-N	Emax	10	10	%	22765901												
427962	Q8TDV5	ZGMCYWCATLJDPI-UHFFFAOYSA-N	Emax	19.7	19.7	%	23357035												
431264	Q8TDV5	ZLEVVZJCRQACCT-UHFFFAOYSA-N	Emax	87	87	%	21444206												
433839	Q8TDV5	ZOWRPEAJYNOQHD-UHFFFAOYSA-N	Emax	74	74	%	24755425												
433956	Q8TDV5	ZPBFFPBCFJFRPJ-UHFFFAOYSA-N	Emax	43	43	%	24755425												
438840	Q8TDV5	ZVYNOWNEQAVZAL-UHFFFAOYSA-N	Emax	86	86	%	24755425												
439812	Q8TDV5	ZXJUZLDIIFRVTM-UHFFFAOYSA-N	Emax	94	94	%	22765901												
454853	Q8TDV5	TZEYAXGGRICVIJ-UHFFFAOYSA-N	Emax	94	94	%	26048791												
547975	Q8TDV5	AJTCMLMKPYAVBB-HUUCEWRRSA-N	Emax	99	99	%	27825553												
548146	Q8TDV5	BGFIONADBDERJX-IAGOWNOFSA-N	Emax	46.2	46.2	%	27825553												
548192	Q8TDV5	BMXINKWPXAYFRZ-CHWSQXEVSA-N	Emax	116.5	116.5	%	27825553												
548355	Q8TDV5	CGYXJUVLLRILLG-ZIAGYGMSSA-N	Emax	89.8	89.8	%	27825553												
548370	Q8TDV5	CIELFWMLAZJNMV-CHWSQXEVSA-N	Emax	49.5	49.5	%	27825553												
548477	Q8TDV5	CUVZAJHHFOUFRH-ZIAGYGMSSA-N	Emax	116	116	%	27825553												
549184	Q8TDV5	GVXCITAAWXEXBX-ZIAGYGMSSA-N	Emax	32.5	32.5	%	27825553												
549246	Q8TDV5	HDQIHYICYMWHOW-IAGOWNOFSA-N	Emax	24.8	24.8	%	27825553												
549539	Q8TDV5	IEEALEILWWFWFN-HZPDHXFCSA-N	Emax	59	59	%	27825553												
550020	Q8TDV5	KHDPLXJUOAAQAR-HZPDHXFCSA-N	Emax	114.4	114.4	%	27825553												
550370	Q8TDV5	LWYVXFZXCGEDMS-VXGBXAGGSA-N	Emax	116.7	116.7	%	27825553												
550417	Q8TDV5	MCYJJFUPXFKYIJ-HZPDHXFCSA-N	Emax	25.1	25.1	%	27825553												
550899	Q8TDV5	OLUGZKGEPJBNFE-ZIAGYGMSSA-N	Emax	103	103	%	27825553												
551592	Q8TDV5	RJRXLKYFRDNIJE-HUUCEWRRSA-N	Emax	54.5	54.5	%	27825553												
552683	Q8TDV5	XCVJFKBEJKZIRB-HUUCEWRRSA-N	Emax	21.3	21.3	%	27825553												
552685	Q8TDV5	XDTMMCLHSDRYAL-HUUCEWRRSA-N	Emax	37.2	37.2	%	27825553												
553096	Q8TDV5	ZEIXGKJMSIIOJE-HZPDHXFCSA-N	Emax	88.8	88.8	%	27825553												
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
5448	Q8TDV5	AHDLBQCSXWLNPI-UHFFFAOYSA-N	Intrinsic activity	292	292	%	23010456												
8886	Q8TDV5	AMHHRGZLTPMKNL-CQSZACIVSA-N	Intrinsic activity	104	104	%	22545772												
9490	Q8TDV5	ANESWNKKPIMPNA-UHFFFAOYSA-N	Intrinsic activity	325	325	%	"2,236,591,122,836,190"												
11416	Q8TDV5	APWQZAPNNAEDMQ-UHFFFAOYSA-N	Intrinsic activity	39	39	%	22264481												
14294	Q8TDV5	ATSNUQSZCLQENO-UHFFFAOYSA-N	Intrinsic activity	36	36	%	22264481												
14296	Q8TDV5	ATSPAYQRYCXFET-UHFFFAOYSA-N	Intrinsic activity	72	72	%	21310611												
14407	Q8TDV5	ATXOYMHOFWTUIB-UHFFFAOYSA-N	Intrinsic activity	493	493	%	22836190												
14643	Q8TDV5	AUHWOXORHMSFJY-UHFFFAOYSA-N	Intrinsic activity	146	146	%	22365911												
16557	Q8TDV5	AXCPODYQWVLWMM-OAHLLOKOSA-N	Intrinsic activity	125	125	%	22545772												
18066	Q8TDV5	AZDUDBIUEWKFGT-UHFFFAOYSA-N	Intrinsic activity	52	52	%	23234271												
18856	Q8TDV5	BAGSZQKWQDTPEF-UHFFFAOYSA-N	Intrinsic activity	101	101	%	21310611												
20784	Q8TDV5	BDCALHIYMZXLRA-NYRJJRHWSA-N	Intrinsic activity	279	279	%	"MedChemComm, (2013) 4:1:95"												
23101	Q8TDV5	BGLRWXCBFWYRFO-UHFFFAOYSA-N	Intrinsic activity	76.8	76.8	%	24900416												
23101	Q8TDV5	BGLRWXCBFWYRFO-UHFFFAOYSA-N	Intrinsic activity	86.1	86.1	%	24900416												
25010	Q8TDV5	BJEUXFJYQJIXBY-UHFFFAOYSA-N	Intrinsic activity	133	133	%	23628336												
30133	Q8TDV5	BQCDMQWHENHZJK-UHFFFAOYSA-N	Intrinsic activity	573	573	%	22836190												
32720	Q8TDV5	BTVNNMSDLVBWRW-UHFFFAOYSA-N	Intrinsic activity	65	65	%	22264481												
38026	Q8TDV5	CBNFLBDZRCZIJJ-UHFFFAOYSA-N	Intrinsic activity	37	37	%	22545772												
38559	Q8TDV5	CCHGKGFZEORIJY-UHFFFAOYSA-N	Intrinsic activity	588	588	%	22836190												
40232	Q8TDV5	CETAULDFJQHIIO-UHFFFAOYSA-N	Intrinsic activity	87	87	%	22264481												
44999	Q8TDV5	CLTOWTVAGYCVSY-RANJNGMFSA-N	Intrinsic activity	44	44	%	23234271												
45000	Q8TDV5	CLTOWTVAGYCVSY-WMLOPIRWSA-N	Intrinsic activity	45	45	%	23234271												
51075	Q8TDV5	CUSGJPDCMHXABC-KBAYOESNSA-N	Intrinsic activity	87	87	%	21361292												
51076	Q8TDV5	CUSGJPDCMHXABC-SZMVWBNQSA-N	Intrinsic activity	101	101	%	21361292												
51077	Q8TDV5	CUSGJPDCMHXABC-UHFFFAOYSA-N	Intrinsic activity	84	84	%	21361292												
51825	Q8TDV5	CVVUJYYXNRTOHV-UHFFFAOYSA-N	Intrinsic activity	37	37	%	23234271												
53086	Q8TDV5	CXRMSAPWFHEBME-UHFFFAOYSA-N	Intrinsic activity	14	14	%	22264481												
55499	Q8TDV5	DBAZGMHROHLDRP-UHFFFAOYSA-N	Intrinsic activity	102	102	%	22545772												
57571	Q8TDV5	DDYCBJGOQOUBLC-QGZVFWFLSA-N	Intrinsic activity	150	150	%	"MedChemComm, (2013) 4:1:95"												
58257	Q8TDV5	DEYDPESEUANZFX-UHFFFAOYSA-N	Intrinsic activity	772	772	%	22365911												
58349	Q8TDV5	DFBQZZNEWIABJW-FWJOYPJLSA-N	Intrinsic activity	182	182	%	23628336												
59100	Q8TDV5	DGBKNTVAKIFYNU-UHFFFAOYSA-N	Intrinsic activity	102	102	%	22264481												
60956	Q8TDV5	DIPLWGMUWUMWSF-UHFFFAOYSA-N	Intrinsic activity	62	62	%	22264481												
62516	Q8TDV5	DKPSZYFWHACRTC-UHFFFAOYSA-N	Intrinsic activity	209	209	%	22365911												
65429	Q8TDV5	DOWXMMWWWTZBDA-UHFFFAOYSA-N	Intrinsic activity	36	36	%	23234271												
68020	Q8TDV5	DSWDQJAIWAALIA-UHFFFAOYSA-N	Intrinsic activity	56	56	%	23234271												
70122	Q8TDV5	DVPXXFUJNMNQQR-UHFFFAOYSA-N	Intrinsic activity	501	501	%	23010456												
75054	Q8TDV5	FCMFGXVWZDKFCO-UHFFFAOYSA-N	Intrinsic activity	47	47	%	23234271												
76203	Q8TDV5	FEGPUMZPRQGWFH-UHFFFAOYSA-N	Intrinsic activity	49	49	%	23234271												
76203	Q8TDV5	FEGPUMZPRQGWFH-UHFFFAOYSA-N	Intrinsic activity	59	59	%	22264481												
77425	Q8TDV5	FFUORJBKNBKITF-UHFFFAOYSA-N	Intrinsic activity	48	48	%	22365911												
80554	Q8TDV5	FKKKFCPBYMOULG-UHFFFAOYSA-N	Intrinsic activity	107	107	%	21310611												
80725	Q8TDV5	FKPHGZTXBXSINT-UHFFFAOYSA-N	Intrinsic activity	68	68	%	21310611												
90441	Q8TDV5	FYQLIQARPIHJIX-UHFFFAOYSA-N	Intrinsic activity	56	56	%	22264481												
90801	Q8TDV5	FZEDWJGSVAPJBL-UHFFFAOYSA-N	Intrinsic activity	195	195	%	22365911												
91323	Q8TDV5	FZVZKIUKIXHKNV-OAHLLOKOSA-N	Intrinsic activity	199	199	%	22545772												
